ID_Avaliacao;ID_Funcionario;Periodo;Nota_Geral;Competencia_Avaliada;Meta_Atingida_Pct;Avaliador_ID;Observacao;Ano;Semestre;Data_Referencia
AV-001764;FUNC-0515;2024-S2;3,5;Conhecimento Técnico;97,8;FUNC-0050;Dentro do esperado;2024;2;2024-12-31
AV-001765;FUNC-0516;2022-S1;4,1;Comunicação;115,7;FUNC-0057;Ótima colaboração com o time;2022;1;2022-06-30
AV-001766;FUNC-0516;2022-S2;4,3;Proatividade;108,4;FUNC-0021;Sem observação registrada;2022;2;2022-12-31
AV-001767;FUNC-0516;2023-S1;3,9;Proatividade;92,8;FUNC-0028;Ótima colaboração com o time;2023;1;2023-06-30
AV-001768;FUNC-0516;2023-S2;3,6;Liderança;89,6;FUNC-0004;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001769;FUNC-0516;2024-S1;3,8;Comunicação;109,0;FUNC-0027;Sem observação registrada;2024;1;2024-06-30
AV-001770;FUNC-0516;2024-S2;3,9;Liderança;102,4;FUNC-0013;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001771;FUNC-0518;2022-S1;3,7;Conhecimento Técnico;100,4;FUNC-0043;Entrega consistente;2022;1;2022-06-30
AV-001772;FUNC-0518;2022-S2;4,0;Trabalho em Equipe;75,4;FUNC-0012;Sem observação registrada;2022;2;2022-12-31
AV-001773;FUNC-0518;2023-S1;3,5;Trabalho em Equipe;116,8;FUNC-0049;Sem observação registrada;2023;1;2023-06-30
AV-001774;FUNC-0518;2023-S2;4,0;Trabalho em Equipe;104,7;FUNC-0049;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001775;FUNC-0518;2024-S1;3,6;Conhecimento Técnico;92,0;FUNC-0051;Dentro do esperado;2024;1;2024-06-30
AV-001776;FUNC-0518;2024-S2;3,8;Proatividade;67,9;FUNC-0017;Entrega consistente;2024;2;2024-12-31
AV-001777;FUNC-0519;2022-S1;4,9;Comunicação;123,0;FUNC-0031;Sem observação registrada;2022;1;2022-06-30
AV-001778;FUNC-0519;2022-S2;4,3;Trabalho em Equipe;138,4;FUNC-0014;Sem observação registrada;2022;2;2022-12-31
AV-001779;FUNC-0519;2023-S1;4,6;Conhecimento Técnico;86,0;FUNC-0045;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001780;FUNC-0519;2023-S2;5,0;Proatividade;83,4;FUNC-0019;Entrega consistente;2023;2;2023-12-31
AV-001781;FUNC-0519;2024-S1;4,6;Liderança;108,8;FUNC-0055;Superou expectativas;2024;1;2024-06-30
AV-001782;FUNC-0519;2024-S2;4,9;Comunicação;119,9;FUNC-0042;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001783;FUNC-0520;2024-S2;3,2;Comunicação;67,6;FUNC-0039;Em desenvolvimento;2024;2;2024-12-31
AV-001784;FUNC-0521;2023-S2;3,9;Trabalho em Equipe;47,7;FUNC-0029;Em desenvolvimento;2023;2;2023-12-31
AV-001785;FUNC-0521;2024-S1;3,3;Liderança;68,8;FUNC-0001;Entrega consistente;2024;1;2024-06-30
AV-001786;FUNC-0521;2024-S2;3,8;Proatividade;62,5;FUNC-0005;Sem observação registrada;2024;2;2024-12-31
AV-001787;FUNC-0522;2022-S1;3,0;Proatividade;88,2;FUNC-0016;Sem observação registrada;2022;1;2022-06-30
AV-001788;FUNC-0522;2022-S2;3,0;Trabalho em Equipe;115,0;FUNC-0006;Dentro do esperado;2022;2;2022-12-31
AV-001789;FUNC-0522;2023-S1;3,3;Orientação ao Cliente;122,3;FUNC-0027;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001790;FUNC-0524;2022-S1;4,3;Conhecimento Técnico;87,0;FUNC-0043;Sem observação registrada;2022;1;2022-06-30
AV-001791;FUNC-0525;2023-S2;4,5;Entrega de Resultados;121,2;FUNC-0038;Sem observação registrada;2023;2;2023-12-31
AV-001792;FUNC-0525;2024-S1;4,2;Conhecimento Técnico;107,5;FUNC-0019;Sem observação registrada;2024;1;2024-06-30
AV-001793;FUNC-0525;2024-S2;4,3;Entrega de Resultados;60,8;FUNC-0037;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001794;FUNC-0526;2022-S1;3,6;Entrega de Resultados;75,9;FUNC-0015;Superou expectativas;2022;1;2022-06-30
AV-001795;FUNC-0526;2022-S2;3,5;Comunicação;107,7;FUNC-0057;Em desenvolvimento;2022;2;2022-12-31
AV-001796;FUNC-0526;2023-S1;3,6;Orientação ao Cliente;101,6;FUNC-0029;Sem observação registrada;2023;1;2023-06-30
AV-001797;FUNC-0526;2023-S2;3,4;Liderança;50,3;FUNC-0023;Ótima colaboração com o time;2023;2;2023-12-31
AV-001798;FUNC-0526;2024-S1;3,5;Entrega de Resultados;101,5;FUNC-0004;Sem observação registrada;2024;1;2024-06-30
AV-001799;FUNC-0526;2024-S2;3,1;Trabalho em Equipe;91,5;FUNC-0059;Sem observação registrada;2024;2;2024-12-31
AV-001800;FUNC-0527;2022-S1;3,3;Entrega de Resultados;111,3;FUNC-0017;Sem observação registrada;2022;1;2022-06-30
AV-001801;FUNC-0527;2022-S2;3,5;Trabalho em Equipe;113,9;FUNC-0030;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-001802;FUNC-0527;2023-S1;3,6;Entrega de Resultados;113,4;FUNC-0011;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001803;FUNC-0527;2023-S2;4,3;Entrega de Resultados;88,3;FUNC-0043;Ótima colaboração com o time;2023;2;2023-12-31
AV-001804;FUNC-0527;2024-S1;3,5;Orientação ao Cliente;134,5;FUNC-0059;Sem observação registrada;2024;1;2024-06-30
AV-001805;FUNC-0527;2024-S2;3,7;Trabalho em Equipe;77,9;FUNC-0005;Superou expectativas;2024;2;2024-12-31
AV-001806;FUNC-0528;2024-S2;2,7;Orientação ao Cliente;58,5;FUNC-0058;Entrega consistente;2024;2;2024-12-31
AV-001807;FUNC-0529;2024-S2;3,3;Comunicação;109,1;FUNC-0006;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001808;FUNC-0530;2022-S1;2,1;Trabalho em Equipe;100,8;FUNC-0059;Precisa evoluir em gestão do tempo;2022;1;2022-06-30
AV-001809;FUNC-0530;2022-S2;1,7;Entrega de Resultados;87,6;FUNC-0045;Dentro do esperado;2022;2;2022-12-31
AV-001810;FUNC-0530;2023-S1;1,9;Trabalho em Equipe;76,8;FUNC-0010;Ótima colaboração com o time;2023;1;2023-06-30
AV-001811;FUNC-0530;2023-S2;1,5;Entrega de Resultados;126,3;FUNC-0019;Dentro do esperado;2023;2;2023-12-31
AV-001812;FUNC-0530;2024-S1;2,2;Entrega de Resultados;78,7;FUNC-0019;Dentro do esperado;2024;1;2024-06-30
AV-001813;FUNC-0530;2024-S2;1,8;Proatividade;90,1;FUNC-0048;Ótima colaboração com o time;2024;2;2024-12-31
AV-001814;FUNC-0531;2023-S2;2,6;Trabalho em Equipe;80,2;FUNC-0049;Dentro do esperado;2023;2;2023-12-31
AV-001815;FUNC-0531;2024-S1;3,3;Proatividade;135,0;FUNC-0013;Superou expectativas;2024;1;2024-06-30
AV-001816;FUNC-0532;2023-S1;3,6;Liderança;99,8;FUNC-0022;Ótima colaboração com o time;2023;1;2023-06-30
AV-001817;FUNC-0532;2023-S2;3,5;Entrega de Resultados;59,4;FUNC-0010;Dentro do esperado;2023;2;2023-12-31
AV-001818;FUNC-0532;2024-S1;3,3;Proatividade;115,8;FUNC-0054;Entrega consistente;2024;1;2024-06-30
AV-001819;FUNC-0532;2024-S2;3,7;Orientação ao Cliente;90,4;FUNC-0060;Sem observação registrada;2024;2;2024-12-31
AV-001820;FUNC-0533;2022-S1;2,8;Liderança;88,5;FUNC-0008;Em desenvolvimento;2022;1;2022-06-30
AV-001821;FUNC-0533;2022-S2;3,6;Liderança;92,7;FUNC-0050;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-001822;FUNC-0533;2023-S1;3,3;Liderança;80,4;FUNC-0029;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001823;FUNC-0533;2023-S2;3,4;Orientação ao Cliente;110,2;FUNC-0022;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001824;FUNC-0533;2024-S1;3,5;Proatividade;115,1;FUNC-0005;Ótima colaboração com o time;2024;1;2024-06-30
AV-001825;FUNC-0533;2024-S2;3,5;Proatividade;110,7;FUNC-0024;Sem observação registrada;2024;2;2024-12-31
AV-001826;FUNC-0534;2022-S1;3,6;Entrega de Resultados;98,6;FUNC-0008;Superou expectativas;2022;1;2022-06-30
AV-001827;FUNC-0534;2022-S2;3,6;Entrega de Resultados;110,3;FUNC-0003;Ótima colaboração com o time;2022;2;2022-12-31
AV-001828;FUNC-0534;2023-S1;4,0;Comunicação;60,8;FUNC-0047;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001829;FUNC-0534;2023-S2;4,4;Trabalho em Equipe;94,6;FUNC-0003;Dentro do esperado;2023;2;2023-12-31
AV-001830;FUNC-0534;2024-S1;4,9;Trabalho em Equipe;103,1;FUNC-0035;Em desenvolvimento;2024;1;2024-06-30
AV-001831;FUNC-0534;2024-S2;4,0;Comunicação;126,0;FUNC-0051;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001832;FUNC-0535;2022-S2;2,5;Trabalho em Equipe;79,6;FUNC-0031;Superou expectativas;2022;2;2022-12-31
AV-001833;FUNC-0535;2023-S1;2,6;Liderança;99,7;FUNC-0045;Ótima colaboração com o time;2023;1;2023-06-30
AV-001834;FUNC-0535;2023-S2;2,4;Comunicação;83,9;FUNC-0008;Sem observação registrada;2023;2;2023-12-31
AV-001835;FUNC-0535;2024-S1;2,8;Orientação ao Cliente;105,9;FUNC-0049;Superou expectativas;2024;1;2024-06-30
AV-001836;FUNC-0535;2024-S2;2,9;Trabalho em Equipe;72,9;FUNC-0010;Ótima colaboração com o time;2024;2;2024-12-31
AV-001837;FUNC-0536;2022-S1;3,7;Liderança;69,6;FUNC-0016;Dentro do esperado;2022;1;2022-06-30
AV-001838;FUNC-0536;2022-S2;3,7;Liderança;78,0;FUNC-0046;Dentro do esperado;2022;2;2022-12-31
AV-001839;FUNC-0536;2023-S1;4,2;Comunicação;81,7;FUNC-0057;Sem observação registrada;2023;1;2023-06-30
AV-001840;FUNC-0536;2023-S2;3,8;Liderança;115,4;FUNC-0032;Sem observação registrada;2023;2;2023-12-31
AV-001841;FUNC-0536;2024-S1;3,7;Comunicação;109,9;FUNC-0023;Sem observação registrada;2024;1;2024-06-30
AV-001842;FUNC-0536;2024-S2;2,9;Proatividade;107,5;FUNC-0011;Superou expectativas;2024;2;2024-12-31
AV-001843;FUNC-0537;2023-S1;3,1;Entrega de Resultados;96,4;FUNC-0038;Sem observação registrada;2023;1;2023-06-30
AV-001844;FUNC-0537;2023-S2;3,4;Entrega de Resultados;116,2;FUNC-0050;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001845;FUNC-0537;2024-S1;3,4;Comunicação;112,8;FUNC-0043;Em desenvolvimento;2024;1;2024-06-30
AV-001846;FUNC-0537;2024-S2;3,3;Entrega de Resultados;136,7;FUNC-0050;Superou expectativas;2024;2;2024-12-31
AV-001848;FUNC-0539;2022-S2;4,1;Liderança;86,5;FUNC-0043;Precisa evoluir em gestão do tempo;2022;2;2022-12-31
AV-001849;FUNC-0539;2023-S1;3,6;Liderança;116,9;FUNC-0007;Ótima colaboração com o time;2023;1;2023-06-30
AV-001850;FUNC-0539;2023-S2;3,5;Trabalho em Equipe;75,7;FUNC-0057;Sem observação registrada;2023;2;2023-12-31
AV-001851;FUNC-0539;2024-S1;3,3;Entrega de Resultados;90,6;FUNC-0043;Sem observação registrada;2024;1;2024-06-30
AV-001852;FUNC-0539;2024-S2;3,5;Proatividade;92,3;FUNC-0002;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001853;FUNC-0540;2024-S1;4,6;Liderança;106,9;FUNC-0010;Dentro do esperado;2024;1;2024-06-30
AV-001854;FUNC-0540;2024-S2;4,5;Conhecimento Técnico;107,7;FUNC-0009;Sem observação registrada;2024;2;2024-12-31
AV-001855;FUNC-0541;2023-S1;3,6;Proatividade;115,3;FUNC-0025;Ótima colaboração com o time;2023;1;2023-06-30
AV-001856;FUNC-0541;2023-S2;3,1;Proatividade;85,1;FUNC-0050;Dentro do esperado;2023;2;2023-12-31
AV-001857;FUNC-0541;2024-S1;3,3;Proatividade;78,4;FUNC-0043;Dentro do esperado;2024;1;2024-06-30
AV-001858;FUNC-0541;2024-S2;3,2;Conhecimento Técnico;119,8;FUNC-0048;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001859;FUNC-0542;2022-S1;3,2;Conhecimento Técnico;98,2;FUNC-0002;Em desenvolvimento;2022;1;2022-06-30
AV-001860;FUNC-0542;2022-S2;3,1;Orientação ao Cliente;68,7;FUNC-0004;Sem observação registrada;2022;2;2022-12-31
AV-001861;FUNC-0542;2023-S1;3,3;Conhecimento Técnico;97,1;FUNC-0043;Em desenvolvimento;2023;1;2023-06-30
AV-001862;FUNC-0542;2023-S2;3,2;Conhecimento Técnico;95,1;FUNC-0030;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001863;FUNC-0542;2024-S1;3,1;Orientação ao Cliente;89,7;FUNC-0049;Ótima colaboração com o time;2024;1;2024-06-30
AV-001864;FUNC-0542;2024-S2;2,9;Conhecimento Técnico;114,4;FUNC-0017;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001865;FUNC-0543;2023-S2;2,7;Proatividade;69,9;FUNC-0042;Entrega consistente;2023;2;2023-12-31
AV-001866;FUNC-0543;2024-S1;3,7;Orientação ao Cliente;113,3;FUNC-0043;Ótima colaboração com o time;2024;1;2024-06-30
AV-001867;FUNC-0543;2024-S2;2,9;Comunicação;94,0;FUNC-0036;Superou expectativas;2024;2;2024-12-31
AV-001868;FUNC-0544;2022-S1;3,9;Proatividade;99,1;FUNC-0040;Dentro do esperado;2022;1;2022-06-30
AV-001869;FUNC-0544;2022-S2;4,1;Comunicação;90,0;FUNC-0059;Sem observação registrada;2022;2;2022-12-31
AV-001870;FUNC-0544;2023-S1;3,7;Orientação ao Cliente;90,4;FUNC-0049;Precisa evoluir em gestão do tempo;2023;1;2023-06-30
AV-001871;FUNC-0544;2023-S2;3,9;Conhecimento Técnico;112,0;FUNC-0002;Sem observação registrada;2023;2;2023-12-31
AV-001872;FUNC-0544;2024-S1;4,3;Proatividade;87,7;FUNC-0017;Dentro do esperado;2024;1;2024-06-30
AV-001873;FUNC-0544;2024-S2;3,9;Conhecimento Técnico;88,6;FUNC-0008;Em desenvolvimento;2024;2;2024-12-31
AV-001874;FUNC-0545;2024-S1;3,5;Orientação ao Cliente;98,2;FUNC-0022;Dentro do esperado;2024;1;2024-06-30
AV-001875;FUNC-0545;2024-S2;3,4;Trabalho em Equipe;72,0;FUNC-0028;Ótima colaboração com o time;2024;2;2024-12-31
AV-001877;FUNC-0546;2022-S2;3,6;Conhecimento Técnico;115,9;FUNC-0043;Dentro do esperado;2022;2;2022-12-31
AV-001878;FUNC-0546;2023-S1;3,1;Orientação ao Cliente;105,8;FUNC-0003;Sem observação registrada;2023;1;2023-06-30
AV-001879;FUNC-0547;2022-S1;3,4;Liderança;88,2;FUNC-0012;Em desenvolvimento;2022;1;2022-06-30
AV-001880;FUNC-0547;2022-S2;3,5;Proatividade;98,0;FUNC-0054;Entrega consistente;2022;2;2022-12-31
AV-001881;FUNC-0547;2023-S1;3,6;Entrega de Resultados;110,4;FUNC-0048;Em desenvolvimento;2023;1;2023-06-30
AV-001882;FUNC-0547;2023-S2;2,6;Conhecimento Técnico;89,0;FUNC-0052;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001883;FUNC-0547;2024-S1;4,2;Conhecimento Técnico;107,8;FUNC-0030;Superou expectativas;2024;1;2024-06-30
AV-001884;FUNC-0547;2024-S2;3,7;Conhecimento Técnico;84,4;FUNC-0042;Em desenvolvimento;2024;2;2024-12-31
AV-001885;FUNC-0548;2022-S1;3,3;Conhecimento Técnico;103,2;FUNC-0044;Dentro do esperado;2022;1;2022-06-30
AV-001886;FUNC-0548;2022-S2;3,0;Conhecimento Técnico;80,0;FUNC-0010;Sem observação registrada;2022;2;2022-12-31
AV-001887;FUNC-0548;2023-S1;3,3;Comunicação;95,3;FUNC-0015;Ótima colaboração com o time;2023;1;2023-06-30
AV-001888;FUNC-0548;2023-S2;2,9;Comunicação;88,1;FUNC-0028;Em desenvolvimento;2023;2;2023-12-31
AV-001889;FUNC-0548;2024-S1;3,7;Liderança;92,3;FUNC-0012;Sem observação registrada;2024;1;2024-06-30
AV-001890;FUNC-0548;2024-S2;3,4;Entrega de Resultados;103,7;FUNC-0026;Sem observação registrada;2024;2;2024-12-31
AV-001891;FUNC-0549;2022-S1;4,8;Liderança;67,4;FUNC-0056;Superou expectativas;2022;1;2022-06-30
AV-001892;FUNC-0549;2022-S2;4,8;Comunicação;78,0;FUNC-0041;Sem observação registrada;2022;2;2022-12-31
AV-001893;FUNC-0549;2023-S1;5,0;Conhecimento Técnico;77,7;FUNC-0009;Sem observação registrada;2023;1;2023-06-30
AV-001894;FUNC-0549;2023-S2;4,8;Comunicação;117,8;FUNC-0010;Em desenvolvimento;2023;2;2023-12-31
AV-001895;FUNC-0549;2024-S1;4,7;Comunicação;119,0;FUNC-0047;Sem observação registrada;2024;1;2024-06-30
AV-001896;FUNC-0549;2024-S2;4,5;Conhecimento Técnico;80,5;FUNC-0041;Dentro do esperado;2024;2;2024-12-31
AV-001897;FUNC-0550;2024-S1;3,8;Trabalho em Equipe;60,4;FUNC-0041;Sem observação registrada;2024;1;2024-06-30
AV-001898;FUNC-0550;2024-S2;4,2;Trabalho em Equipe;130,4;FUNC-0049;Superou expectativas;2024;2;2024-12-31
AV-001899;FUNC-0551;2022-S1;3,4;Conhecimento Técnico;84,0;FUNC-0053;Superou expectativas;2022;1;2022-06-30
AV-001900;FUNC-0551;2022-S2;3,4;Conhecimento Técnico;86,6;FUNC-0041;Ótima colaboração com o time;2022;2;2022-12-31
AV-001901;FUNC-0551;2023-S1;3,8;Comunicação;82,4;FUNC-0024;Entrega consistente;2023;1;2023-06-30
AV-001902;FUNC-0551;2023-S2;3,6;Proatividade;75,1;FUNC-0055;Sem observação registrada;2023;2;2023-12-31
AV-001903;FUNC-0551;2024-S1;3,5;Conhecimento Técnico;132,5;FUNC-0035;Superou expectativas;2024;1;2024-06-30
AV-001904;FUNC-0551;2024-S2;4,1;Orientação ao Cliente;102,0;FUNC-0015;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001905;FUNC-0552;2022-S1;2,8;Orientação ao Cliente;91,5;FUNC-0021;Sem observação registrada;2022;1;2022-06-30
AV-001906;FUNC-0552;2022-S2;2,6;Conhecimento Técnico;105,2;FUNC-0033;Superou expectativas;2022;2;2022-12-31
AV-001907;FUNC-0552;2023-S1;2,6;Entrega de Resultados;104,4;FUNC-0042;Entrega consistente;2023;1;2023-06-30
AV-001908;FUNC-0552;2023-S2;2,5;Orientação ao Cliente;109,8;FUNC-0051;Precisa evoluir em gestão do tempo;2023;2;2023-12-31
AV-001909;FUNC-0552;2024-S1;2,1;Trabalho em Equipe;117,1;FUNC-0030;Ótima colaboração com o time;2024;1;2024-06-30
AV-001910;FUNC-0552;2024-S2;2,9;Conhecimento Técnico;90,3;FUNC-0060;Entrega consistente;2024;2;2024-12-31
AV-001911;FUNC-0554;2022-S1;3,2;Trabalho em Equipe;120,7;FUNC-0058;Dentro do esperado;2022;1;2022-06-30
AV-001912;FUNC-0554;2022-S2;2,6;Orientação ao Cliente;114,0;FUNC-0033;Entrega consistente;2022;2;2022-12-31
AV-001913;FUNC-0554;2023-S1;3,3;Proatividade;112,1;FUNC-0002;Dentro do esperado;2023;1;2023-06-30
AV-001914;FUNC-0554;2023-S2;2,4;Orientação ao Cliente;99,3;FUNC-0005;Entrega consistente;2023;2;2023-12-31
AV-001915;FUNC-0554;2024-S1;2,9;Conhecimento Técnico;88,5;FUNC-0034;Superou expectativas;2024;1;2024-06-30
AV-001916;FUNC-0554;2024-S2;3,2;Entrega de Resultados;101,1;FUNC-0056;Precisa evoluir em gestão do tempo;2024;2;2024-12-31
AV-001917;FUNC-0555;2022-S1;4,0;Comunicação;72,7;FUNC-0038;Sem observação registrada;2022;1;2022-06-30
AV-001918;FUNC-0555;2022-S2;3,2;Orientação ao Cliente;124,4;FUNC-0037;Entrega consistente;2022;2;2022-12-31
AV-001919;FUNC-0555;2023-S1;4,0;Comunicação;107,6;FUNC-0001;Dentro do esperado;2023;1;2023-06-30
AV-001920;FUNC-0555;2023-S2;3,7;Liderança;93,9;FUNC-0039;Sem observação registrada;2023;2;2023-12-31
AV-001921;FUNC-0555;2024-S1;3,8;Comunicação;84,9;FUNC-0056;Sem observação registrada;2024;1;2024-06-30
AV-001922;FUNC-0555;2024-S2;3,1;Orientação ao Cliente;84,6;FUNC-0021;Sem observação registrada;2024;2;2024-12-31
AV-001923;FUNC-0556;2022-S1;4,1;Trabalho em Equipe;91,2;FUNC-0039;Dentro do esperado;2022;1;2022-06-30
AV-001924;FUNC-0556;2022-S2;4,0;Proatividade;86,9;FUNC-0002;Em desenvolvimento;2022;2;2022-12-31
AV-001925;FUNC-0556;2023-S1;2,8;Comunicação;94,6;FUNC-0036;Sem observação registrada;2023;1;2023-06-30
AV-001926;FUNC-0556;2023-S2;3,4;Trabalho em Equipe;99,4;FUNC-0035;Sem observação registrada;2023;2;2023-12-31
AV-001927;FUNC-0556;2024-S1;3,2;Liderança;88,1;FUNC-0043;Superou expectativas;2024;1;2024-06-30
AV-001928;FUNC-0557;2022-S1;3,2;Proatividade;107,9;FUNC-0020;Dentro do esperado;2022;1;2022-06-30
AV-001929;FUNC-0557;2022-S2;3,2;Comunicação;106,6;FUNC-0002;Superou expectativas;2022;2;2022-12-31
AV-001930;FUNC-0557;2023-S1;3,4;Orientação ao Cliente;128,7;FUNC-0052;Em desenvolvimento;2023;1;2023-06-30
AV-001931;FUNC-0557;2023-S2;3,4;Entrega de Resultados;93,3;FUNC-0053;Dentro do esperado;2023;2;2023-12-31
AV-001932;FUNC-0557;2024-S1;3,0;Liderança;86,0;FUNC-0051;Ótima colaboração com o time;2024;1;2024-06-30
AV-001933;FUNC-0557;2024-S2;3,4;Liderança;140,2;FUNC-0043;Entrega consistente;2024;2;2024-12-31
AV-001934;FUNC-0558;2022-S1;3,7;Proatividade;75,9;FUNC-0002;Precisa evoluir em gestão do tempo;2022;1;2022-06-30
AV-001935;FUNC-0559;2022-S1;;Liderança;85,6;FUNC-0054;Em desenvolvimento;2022;1;2022-06-30
AV-001936;FUNC-0559;2022-S2;;Comunicação;94,6;FUNC-0035;Entrega consistente;2022;2;2022-12-31
AV-001937;FUNC-0559;2023-S1;;Comunicação;105,5;FUNC-0019;Entrega consistente;2023;1;2023-06-30
AV-001938;FUNC-0559;2023-S2;;Orientação ao Cliente;71,2;FUNC-0060;Entrega consistente;2023;2;2023-12-31
AV-001939;FUNC-0559;2024-S1;;Comunicação;73,7;FUNC-0057;Em desenvolvimento;2024;1;2024-06-30
AV-001940;FUNC-0559;2024-S2;;Entrega de Resultados;87,7;FUNC-0032;Em desenvolvimento;2024;2;2024-12-31
AV-001941;FUNC-0560;2022-S1;4,4;Proatividade;100,3;FUNC-0043;Precisa evoluir em gestão do tempo;2022;1;2022-06-30
AV-001942;FUNC-0560;2022-S2;3,7;Entrega de Resultados;94,4;FUNC-0029;Sem observação registrada;2022;2;2022-12-31
AV-001943;FUNC-0560;2023-S1;3,2;Trabalho em Equipe;126,8;FUNC-0024;Sem observação registrada;2023;1;2023-06-30
AV-001944;FUNC-0560;2023-S2;4,0;Trabalho em Equipe;94,3;FUNC-0035;Sem observação registrada;2023;2;2023-12-31
AV-001945;FUNC-0560;2024-S1;3,1;Proatividade;119,0;FUNC-0010;Precisa evoluir em gestão do tempo;2024;1;2024-06-30
AV-001946;FUNC-0560;2024-S2;3,3;Comunicação;77,7;FUNC-0057;Superou expectativas;2024;2;2024-12-31
AV-001947;FUNC-0561;2022-S1;3,9;Conhecimento Técnico;100,2;FUNC-0047;Em desenvolvimento;2022;1;2022-06-30
AV-001948;FUNC-0561;2022-S2;3,9;Proatividade;77,9;FUNC-0014;Em desenvolvimento;2022;2;2022-12-31
AV-001949;FUNC-0561;2023-S1;3,7;Orientação ao Cliente;91,3;FUNC-0024;Ótima colaboração com o time;2023;1;2023-06-30
AV-001950;FUNC-0561;2023-S2;3,0;Liderança;106,2;FUNC-0025;Sem observação registrada;2023;2;2023-12-31
AV-001951;FUNC-0561;2024-S1;3,6;Liderança;84,6;FUNC-0044;Superou expectativas;2024;1;2024-06-30
AV-001952;FUNC-0561;2024-S2;3,1;Orientação ao Cliente;128,6;FUNC-0049;Ótima colaboração com o time;2024;2;2024-12-31
AV-001953;FUNC-0562;2022-S1;3,0;Trabalho em Equipe;75,4;FUNC-0011;Entrega consistente;2022;1;2022-06-30
AV-001954;FUNC-0562;2022-S2;2,5;Orientação ao Cliente;99,6;FUNC-0037;Ótima colaboração com o time;2022;2;2022-12-31
AV-001955;FUNC-0562;2023-S1;2,6;Comunicação;99,7;FUNC-0005;Em desenvolvimento;2023;1;2023-06-30
AV-001956;FUNC-0562;2023-S2;3,0;Entrega de Resultados;105,1;FUNC-0027;Em desenvolvimento;2023;2;2023-12-31
AV-001957;FUNC-0562;2024-S1;2,1;Conhecimento Técnico;61,2;FUNC-0059;Superou expectativas;2024;1;2024-06-30
AV-001959;FUNC-0563;2022-S1;3,1;Conhecimento Técnico;65,1;FUNC-0056;Entrega consistente;2022;1;2022-06-30
AV-001960;FUNC-0563;2022-S2;3,4;Proatividade;91,5;FUNC-0054;Dentro do esperado;2022;2;2022-12-31
AV-001961;FUNC-0563;2023-S1;3,5;Comunicação;94,2;FUNC-0026;Superou expectativas;2023;1;2023-06-30
AV-001962;FUNC-0563;2023-S2;3,4;Conhecimento Técnico;99,2;FUNC-0051;Superou expectativas;2023;2;2023-12-31
AV-001963;FUNC-0563;2024-S1;3,4;Orientação ao Cliente;102,6;FUNC-0011;Sem observação registrada;2024;1;2024-06-30
AV-001964;FUNC-0563;2024-S2;2,9;Comunicação;102,8;FUNC-0036;Em desenvolvimento;2024;2;2024-12-31
AV-001965;FUNC-0564;2024-S2;4,0;Entrega de Resultados;86,8;FUNC-0037;Ótima colaboração com o time;2024;2;2024-12-31
AV-001966;FUNC-0567;2022-S1;3,2;Proatividade;111,5;FUNC-0031;Ótima colaboração com o time;2022;1;2022-06-30
AV-001967;FUNC-0567;2022-S2;3,2;Comunicação;114,7;FUNC-0023;Sem observação registrada;2022;2;2022-12-31
AV-001968;FUNC-0567;2023-S1;3,7;Comunicação;85,6;FUNC-0051;Sem observação registrada;2023;1;2023-06-30
AV-001969;FUNC-0567;2023-S2;3,3;Entrega de Resultados;99,6;FUNC-0050;Superou expectativas;2023;2;2023-12-31
AV-001970;FUNC-0567;2024-S1;3,4;Entrega de Resultados;104,0;FUNC-0001;Superou expectativas;2024;1;2024-06-30
AV-001971;FUNC-0567;2024-S2;3,4;Trabalho em Equipe;94,5;FUNC-0008;Em desenvolvimento;2024;2;2024-12-31
AV-001972;FUNC-0568;2022-S1;3,2;Conhecimento Técnico;78,2;FUNC-0047;Dentro do esperado;2022;1;2022-06-30
AV-001973;FUNC-0569;2022-S1;2,8;Proatividade;119,8;FUNC-0039;Sem observação registrada;2022;1;2022-06-30
AV-001974;FUNC-0569;2022-S2;2,9;Conhecimento Técnico;139,8;FUNC-0053;Superou expectativas;2022;2;2022-12-31
