ID_Treinamento;ID_Funcionario;Nome_Treinamento;Categoria;Carga_Horaria_h;Data_Inicio;Data_Fim;Status;Nota_Final;Modalidade;Duracao_Dias;flag_data_invalida
TR-000642;FUNC-0290;Gestão de Conflitos;Comportamental;8;2024-02-25;2024-02-26;Concluído;6,7;Presencial;1;False
TR-000643;FUNC-0292;Finanças para Não Financeiros;Técnico;12;2024-02-25;2024-02-26;Concluído;6,2;EAD;1;False
TR-000644;FUNC-0293;LGPD na Prática;Compliance;4;2016-04-22;2016-04-23;Não Concluído;;EAD;1;False
TR-000645;FUNC-0293;Vendas Consultivas B2B;Técnico;16;2015-08-14;2015-08-16;Não Concluído;;Presencial;2;False
TR-000646;FUNC-0293;Onboarding Corporativo;Institucional;8;2019-01-30;2019-01-31;Não Concluído;;Híbrido;1;False
TR-000647;FUNC-0293;Finanças para Não Financeiros;Técnico;12;2017-02-10;2017-02-11;Concluído;5,9;EAD;1;False
TR-000648;FUNC-0293;Design Thinking;Técnico;16;2017-09-14;2017-09-16;Concluído;7,9;Híbrido;2;False
TR-000649;FUNC-0294;Onboarding Corporativo;Institucional;8;2024-01-14;2024-01-15;Concluído;7,3;Híbrido;1;False
TR-000650;FUNC-0295;Inglês Corporativo;Idioma;60;2024-06-05;2024-06-12;Concluído;7,3;EAD;7;False
TR-000651;FUNC-0295;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-07-30;2023-08-04;Não Concluído;;Presencial;5;False
TR-000652;FUNC-0296;Vendas Consultivas B2B;Técnico;16;2023-03-15;2023-03-17;Concluído;8,1;Presencial;2;False
TR-000653;FUNC-0297;Segurança do Trabalho NR-35;Obrigatório;4;2024-11-26;2024-11-27;Concluído;5,6;Presencial;1;False
TR-000654;FUNC-0297;LGPD na Prática;Compliance;4;2023-05-13;2023-05-14;Concluído;8,1;EAD;1;False
TR-000655;FUNC-0297;Comunicação Não-Violenta;Comportamental;8;2023-12-15;2023-12-16;Concluído;6,5;Presencial;1;False
TR-000656;FUNC-0297;Liderança Situacional;Comportamental;16;2023-08-18;2023-08-20;Concluído;5,6;Presencial;2;False
TR-000657;FUNC-0298;Inglês Corporativo;Idioma;60;2017-02-16;2017-02-23;Não Concluído;;EAD;7;False
TR-000658;FUNC-0298;Vendas Consultivas B2B;Técnico;16;2016-11-21;2016-11-23;Concluído;9,4;Presencial;2;False
TR-000659;FUNC-0299;Finanças para Não Financeiros;Técnico;12;2021-01-29;2021-01-30;Concluído;5,6;EAD;1;False
TR-000660;FUNC-0299;Power BI do Zero ao Avançado;Técnico;20;2021-10-24;2021-10-26;Concluído;8,6;EAD;2;False
TR-000661;FUNC-0300;Programa de Desenvolvimento de Líderes;Comportamental;40;2022-02-09;2022-02-14;Não Concluído;;Presencial;5;False
TR-000662;FUNC-0301;Design Thinking;Técnico;16;2023-05-19;2023-05-21;Concluído;9,3;Híbrido;2;False
TR-000663;FUNC-0301;Liderança Situacional;Comportamental;16;2024-01-17;2024-01-19;Concluído;9,8;Presencial;2;False
TR-000664;FUNC-0301;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-10-09;2024-10-14;Não Concluído;;Presencial;5;False
TR-000665;FUNC-0302;Python para Análise de Dados;Técnico;40;2023-06-13;2023-06-18;Concluído;9,2;EAD;5;False
TR-000666;FUNC-0302;Onboarding Corporativo;Institucional;8;2021-09-17;2021-09-18;Concluído;9,3;Híbrido;1;False
TR-000667;FUNC-0302;Design Thinking;Técnico;16;2023-10-27;2023-10-29;Não Concluído;;Híbrido;2;False
TR-000668;FUNC-0302;Segurança do Trabalho NR-35;Obrigatório;4;2020-10-19;2020-10-20;Não Concluído;;Presencial;1;False
TR-000669;FUNC-0304;Onboarding Corporativo;Institucional;8;2019-07-24;2019-07-25;Não Concluído;;Híbrido;1;False
TR-000670;FUNC-0304;Excel Avançado;Técnico;8;2017-08-03;2017-08-04;Não Concluído;;EAD;1;False
TR-000671;FUNC-0305;Excel Avançado;Técnico;8;2024-06-03;2024-06-04;Concluído;9,3;EAD;1;False
TR-000672;FUNC-0305;Power BI do Zero ao Avançado;Técnico;20;2023-05-02;2023-05-04;Não Concluído;;EAD;2;False
TR-000673;FUNC-0306;Vendas Consultivas B2B;Técnico;16;2024-04-14;2024-04-16;Concluído;8,9;Presencial;2;False
TR-000674;FUNC-0306;Power BI do Zero ao Avançado;Técnico;20;2019-05-31;2019-06-02;Concluído;8,5;EAD;2;False
TR-000675;FUNC-0306;Vendas Consultivas B2B;Técnico;16;2020-08-01;2020-08-03;Concluído;6,3;Presencial;2;False
TR-000676;FUNC-0307;Gestão de Conflitos;Comportamental;8;2024-05-19;2024-05-20;Em Andamento;;Presencial;1;False
TR-000677;FUNC-0309;Python para Análise de Dados;Técnico;40;2024-02-02;2024-02-07;Concluído;5,7;EAD;5;False
TR-000678;FUNC-0309;Excel Avançado;Técnico;8;2021-03-01;2021-03-02;Concluído;8,5;EAD;1;False
TR-000679;FUNC-0309;Design Thinking;Técnico;16;2023-12-03;2023-12-05;Concluído;9,8;Híbrido;2;False
TR-000680;FUNC-0309;Gestão Ágil de Projetos;Técnico;24;2024-03-05;2024-03-08;Não Concluído;;Híbrido;3;False
TR-000681;FUNC-0309;Segurança do Trabalho NR-35;Obrigatório;4;2023-05-01;2023-05-02;Em Andamento;;Presencial;1;False
TR-000682;FUNC-0311;Python para Análise de Dados;Técnico;40;2024-09-09;2024-09-14;Concluído;9,5;EAD;5;False
TR-000683;FUNC-0311;Finanças para Não Financeiros;Técnico;12;2024-08-14;2024-08-15;Em Andamento;;EAD;1;False
TR-000684;FUNC-0311;Inglês Corporativo;Idioma;60;2024-09-13;2024-09-20;Não Concluído;;EAD;7;False
TR-000685;FUNC-0311;Finanças para Não Financeiros;Técnico;12;2024-10-30;2024-10-31;Não Concluído;;EAD;1;False
TR-000686;FUNC-0313;Gestão de Conflitos;Comportamental;8;2023-01-25;2023-01-26;Concluído;5,9;Presencial;1;False
TR-000687;FUNC-0313;Gestão Ágil de Projetos;Técnico;24;2022-09-29;2022-10-02;Concluído;6,4;Híbrido;3;False
TR-000688;FUNC-0313;Finanças para Não Financeiros;Técnico;12;2023-03-13;2023-03-14;Concluído;8,2;EAD;1;False
TR-000689;FUNC-0313;Gestão Ágil de Projetos;Técnico;24;2022-03-08;2022-03-11;Concluído;8,0;Híbrido;3;False
TR-000690;FUNC-0313;Comunicação Não-Violenta;Comportamental;8;2022-07-03;2022-07-04;Concluído;9,0;Presencial;1;False
TR-000691;FUNC-0314;Inglês Corporativo;Idioma;60;2017-06-29;2017-07-06;Concluído;7,7;EAD;7;False
TR-000692;FUNC-0314;Liderança Situacional;Comportamental;16;2017-05-27;2017-05-29;Concluído;8,8;Presencial;2;False
TR-000693;FUNC-0314;Onboarding Corporativo;Institucional;8;2016-11-10;2016-11-11;Concluído;7,9;Híbrido;1;False
TR-000694;FUNC-0315;Liderança Situacional;Comportamental;16;2020-09-19;2020-09-21;Em Andamento;;Presencial;2;False
TR-000695;FUNC-0315;Gestão de Conflitos;Comportamental;8;2019-04-22;2019-04-23;Não Concluído;;Presencial;1;False
TR-000696;FUNC-0316;Vendas Consultivas B2B;Técnico;16;2020-12-27;2020-12-29;Em Andamento;;Presencial;2;False
TR-000697;FUNC-0316;Excel Avançado;Técnico;8;2022-09-28;2022-09-29;Não Concluído;;EAD;1;False
TR-000698;FUNC-0316;LGPD na Prática;Compliance;4;2022-05-06;2022-05-07;Em Andamento;;EAD;1;False
TR-000699;FUNC-0316;Programa de Desenvolvimento de Líderes;Comportamental;40;2023-11-22;2023-11-27;Concluído;9,1;Presencial;5;False
TR-000700;FUNC-0317;Python para Análise de Dados;Técnico;40;2018-07-18;2018-07-23;Concluído;6,8;EAD;5;False
TR-000701;FUNC-0317;Python para Análise de Dados;Técnico;40;2018-05-26;2018-05-31;Concluído;9,6;EAD;5;False
TR-000702;FUNC-0318;Python para Análise de Dados;Técnico;40;2024-07-25;2024-07-30;Concluído;7,2;EAD;5;False
TR-000703;FUNC-0318;Vendas Consultivas B2B;Técnico;16;2023-08-08;2023-08-10;Em Andamento;;Presencial;2;False
TR-000704;FUNC-0319;Finanças para Não Financeiros;Técnico;12;2022-12-01;2022-12-02;Não Concluído;;EAD;1;False
TR-000705;FUNC-0319;Gestão de Conflitos;Comportamental;8;2023-09-27;2023-09-28;Não Concluído;;Presencial;1;False
TR-000706;FUNC-0319;Inglês Corporativo;Idioma;60;2023-04-19;2023-04-26;Concluído;6,7;EAD;7;False
TR-000707;FUNC-0320;Inglês Corporativo;Idioma;60;2024-05-25;2024-06-01;Concluído;6,2;EAD;7;False
TR-000708;FUNC-0320;Inglês Corporativo;Idioma;60;2024-11-19;2024-11-26;Não Concluído;;EAD;7;False
TR-000709;FUNC-0322;Onboarding Corporativo;Institucional;8;2024-08-12;2024-08-13;Concluído;6,3;Híbrido;1;False
TR-000710;FUNC-0322;Gestão Ágil de Projetos;Técnico;24;2024-05-15;2024-05-18;Não Concluído;;Híbrido;3;False
TR-000711;FUNC-0322;Excel Avançado;Técnico;8;2022-09-03;2022-09-04;Concluído;9,5;EAD;1;False
TR-000712;FUNC-0323;Excel Avançado;Técnico;8;2024-03-07;2024-03-08;Não Concluído;;EAD;1;False
TR-000713;FUNC-0323;Gestão Ágil de Projetos;Técnico;24;2024-01-27;2024-01-30;Concluído;8,9;Híbrido;3;False
TR-000714;FUNC-0324;Finanças para Não Financeiros;Técnico;12;2024-05-31;2024-06-01;Em Andamento;;EAD;1;False
TR-000715;FUNC-0324;Segurança do Trabalho NR-35;Obrigatório;4;2024-07-30;2024-07-31;Concluído;6,2;Presencial;1;False
TR-000716;FUNC-0325;Comunicação Não-Violenta;Comportamental;8;2020-11-20;2020-11-21;Concluído;5,7;Presencial;1;False
TR-000717;FUNC-0326;Onboarding Corporativo;Institucional;8;2024-01-16;2024-01-17;Concluído;7,7;Híbrido;1;False
TR-000718;FUNC-0326;Design Thinking;Técnico;16;2023-11-13;2023-11-15;Concluído;6,7;Híbrido;2;False
TR-000719;FUNC-0326;Gestão Ágil de Projetos;Técnico;24;2024-04-09;2024-04-12;Concluído;10,0;Híbrido;3;False
TR-000720;FUNC-0326;Segurança do Trabalho NR-35;Obrigatório;4;2024-11-15;2024-11-16;Concluído;6,0;Presencial;1;False
TR-000721;FUNC-0326;Liderança Situacional;Comportamental;16;2024-04-09;2024-04-11;Não Concluído;;Presencial;2;False
TR-000722;FUNC-0327;Excel Avançado;Técnico;8;2024-05-09;2024-05-10;Não Concluído;;EAD;1;False
TR-000723;FUNC-0328;Segurança do Trabalho NR-35;Obrigatório;4;2022-09-05;2022-09-06;Concluído;7,8;Presencial;1;False
TR-000724;FUNC-0328;Vendas Consultivas B2B;Técnico;16;2016-04-30;2016-05-02;Concluído;8,5;Presencial;2;False
TR-000725;FUNC-0328;Design Thinking;Técnico;16;2021-09-01;2021-09-03;Concluído;7,3;Híbrido;2;False
TR-000726;FUNC-0328;Vendas Consultivas B2B;Técnico;16;2023-06-08;2023-06-10;Não Concluído;;Presencial;2;False
TR-000727;FUNC-0328;Power BI do Zero ao Avançado;Técnico;20;2022-01-09;2022-01-11;Em Andamento;;EAD;2;False
TR-000728;FUNC-0329;Power BI do Zero ao Avançado;Técnico;20;2018-02-28;2018-03-02;Concluído;5,8;EAD;2;False
TR-000729;FUNC-0330;Excel Avançado;Técnico;8;2024-07-22;2024-07-23;Concluído;7,3;EAD;1;False
TR-000730;FUNC-0331;Gestão de Conflitos;Comportamental;8;2024-11-12;2024-11-13;Concluído;9,2;Presencial;1;False
TR-000731;FUNC-0331;Liderança Situacional;Comportamental;16;2024-10-28;2024-10-30;Concluído;9,2;Presencial;2;False
TR-000732;FUNC-0331;Inglês Corporativo;Idioma;60;2024-11-03;2024-11-10;Concluído;9,0;EAD;7;False
TR-000733;FUNC-0333;Comunicação Não-Violenta;Comportamental;8;2021-08-05;2021-08-06;Concluído;5,9;Presencial;1;False
TR-000734;FUNC-0333;Design Thinking;Técnico;16;2024-11-19;2024-11-21;Concluído;8,2;Híbrido;2;False
TR-000735;FUNC-0333;Liderança Situacional;Comportamental;16;2023-10-03;2023-10-05;Concluído;8,0;Presencial;2;False
TR-000736;FUNC-0333;Gestão Ágil de Projetos;Técnico;24;2023-02-24;2023-02-27;Não Concluído;;Híbrido;3;False
TR-000737;FUNC-0335;Segurança do Trabalho NR-35;Obrigatório;4;2023-12-06;2023-12-07;Concluído;7,3;Presencial;1;False
TR-000738;FUNC-0335;Inglês Corporativo;Idioma;60;2024-01-23;2024-01-30;Concluído;7,0;EAD;7;False
TR-000739;FUNC-0337;Python para Análise de Dados;Técnico;40;2024-10-01;2024-10-06;Não Concluído;;EAD;5;False
TR-000740;FUNC-0338;Vendas Consultivas B2B;Técnico;16;2021-10-19;2021-10-21;Concluído;7,8;Presencial;2;False
TR-000741;FUNC-0338;Segurança do Trabalho NR-35;Obrigatório;4;2021-06-14;2021-06-15;Concluído;6,1;Presencial;1;False
TR-000742;FUNC-0338;Segurança do Trabalho NR-35;Obrigatório;4;2023-03-16;2023-03-17;Concluído;9,7;Presencial;1;False
TR-000743;FUNC-0339;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-02-01;2024-02-06;Concluído;6,4;Presencial;5;False
TR-000744;FUNC-0339;Inglês Corporativo;Idioma;60;2024-01-12;2024-01-19;Concluído;9,9;EAD;7;False
TR-000745;FUNC-0340;Onboarding Corporativo;Institucional;8;2024-07-06;2024-07-07;Concluído;9,4;Híbrido;1;False
TR-000746;FUNC-0340;Comunicação Não-Violenta;Comportamental;8;2019-01-15;2019-01-16;Concluído;7,6;Presencial;1;False
TR-000747;FUNC-0340;Vendas Consultivas B2B;Técnico;16;2024-11-08;2024-11-10;Não Concluído;;Presencial;2;False
TR-000748;FUNC-0340;Segurança do Trabalho NR-35;Obrigatório;4;2019-07-24;2019-07-25;Concluído;7,3;Presencial;1;False
TR-000749;FUNC-0341;Programa de Desenvolvimento de Líderes;Comportamental;40;2021-05-02;2021-05-07;Concluído;6,0;Presencial;5;False
TR-000750;FUNC-0341;Gestão Ágil de Projetos;Técnico;24;2020-10-05;2020-10-08;Concluído;8,0;Híbrido;3;False
TR-000751;FUNC-0342;Segurança do Trabalho NR-35;Obrigatório;4;2022-11-11;2022-11-12;Não Concluído;;Presencial;1;False
TR-000752;FUNC-0342;Finanças para Não Financeiros;Técnico;12;2024-06-13;2024-06-14;Concluído;6,9;EAD;1;False
TR-000753;FUNC-0342;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-01-29;2024-02-03;Concluído;9,2;Presencial;5;False
TR-000754;FUNC-0343;Gestão de Conflitos;Comportamental;8;2022-08-29;2022-08-30;Concluído;6,4;Presencial;1;False
TR-000755;FUNC-0343;Python para Análise de Dados;Técnico;40;2023-03-26;2023-03-31;Em Andamento;;EAD;5;False
TR-000756;FUNC-0344;Segurança do Trabalho NR-35;Obrigatório;4;2024-09-24;2024-09-25;Concluído;9,7;Presencial;1;False
TR-000757;FUNC-0344;Excel Avançado;Técnico;8;2020-09-01;2020-09-02;Concluído;9,6;EAD;1;False
TR-000758;FUNC-0344;Inglês Corporativo;Idioma;60;2023-09-21;2023-09-28;Concluído;6,9;EAD;7;False
TR-000759;FUNC-0345;LGPD na Prática;Compliance;4;2024-09-08;2024-09-09;Não Concluído;;EAD;1;False
TR-000760;FUNC-0345;Vendas Consultivas B2B;Técnico;16;2023-05-21;2023-05-23;Concluído;6,5;Presencial;2;False
TR-000761;FUNC-0345;Python para Análise de Dados;Técnico;40;2023-09-24;2023-09-29;Concluído;9,2;EAD;5;False
TR-000762;FUNC-0345;Vendas Consultivas B2B;Técnico;16;2023-12-23;2023-12-25;Concluído;9,2;Presencial;2;False
TR-000763;FUNC-0347;Programa de Desenvolvimento de Líderes;Comportamental;40;2018-10-22;2018-10-27;Concluído;7,1;Presencial;5;False
TR-000764;FUNC-0347;Comunicação Não-Violenta;Comportamental;8;2021-09-17;2021-09-18;Concluído;7,8;Presencial;1;False
TR-000765;FUNC-0347;Gestão Ágil de Projetos;Técnico;24;2019-09-17;2019-09-20;Concluído;9,7;Híbrido;3;False
TR-000766;FUNC-0347;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-02-15;2024-02-20;Em Andamento;;Presencial;5;False
TR-000767;FUNC-0350;LGPD na Prática;Compliance;4;2024-07-07;2024-07-08;Concluído;5,8;EAD;1;False
TR-000768;FUNC-0351;Gestão Ágil de Projetos;Técnico;24;2022-01-23;2022-01-26;Concluído;7,6;Híbrido;3;False
TR-000769;FUNC-0351;Inglês Corporativo;Idioma;60;2020-09-27;2020-10-04;Concluído;6,9;EAD;7;False
TR-000770;FUNC-0351;Segurança do Trabalho NR-35;Obrigatório;4;2022-12-30;2022-12-31;Em Andamento;;Presencial;1;False
TR-000771;FUNC-0352;Gestão de Conflitos;Comportamental;8;2021-09-07;2021-09-08;Não Concluído;;Presencial;1;False
TR-000772;FUNC-0352;Power BI do Zero ao Avançado;Técnico;20;2020-09-09;2020-09-11;Em Andamento;;EAD;2;False
TR-000773;FUNC-0352;Onboarding Corporativo;Institucional;8;2021-08-16;2021-08-17;Concluído;6,9;Híbrido;1;False
TR-000774;FUNC-0352;Python para Análise de Dados;Técnico;40;2020-05-14;2020-05-19;Concluído;8,6;EAD;5;False
TR-000775;FUNC-0353;Vendas Consultivas B2B;Técnico;16;2024-10-04;2024-10-06;Concluído;8,1;Presencial;2;False
TR-000776;FUNC-0353;Design Thinking;Técnico;16;2024-01-19;2024-01-21;Não Concluído;;Híbrido;2;False
TR-000777;FUNC-0353;Gestão Ágil de Projetos;Técnico;24;2024-05-22;2024-05-25;Não Concluído;;Híbrido;3;False
TR-000778;FUNC-0353;Vendas Consultivas B2B;Técnico;16;2024-01-11;2024-01-13;Em Andamento;;Presencial;2;False
TR-000779;FUNC-0353;Finanças para Não Financeiros;Técnico;12;2024-09-14;2024-09-15;Concluído;6,5;EAD;1;False
TR-000780;FUNC-0354;Inglês Corporativo;Idioma;60;2024-07-19;2024-07-26;Concluído;9,0;EAD;7;False
TR-000781;FUNC-0354;Python para Análise de Dados;Técnico;40;2024-08-11;2024-08-16;Concluído;8,1;EAD;5;False
TR-000782;FUNC-0354;Liderança Situacional;Comportamental;16;2023-10-01;2023-10-03;Concluído;8,2;Presencial;2;False
TR-000783;FUNC-0354;Excel Avançado;Técnico;8;2023-08-21;2023-08-22;Em Andamento;;EAD;1;False
TR-000784;FUNC-0354;Comunicação Não-Violenta;Comportamental;8;2023-07-16;2023-07-17;Concluído;5,8;Presencial;1;False
TR-000785;FUNC-0355;Liderança Situacional;Comportamental;16;2023-06-17;2023-06-19;Concluído;9,3;Presencial;2;False
TR-000786;FUNC-0356;Gestão Ágil de Projetos;Técnico;24;2020-06-20;2020-06-23;Concluído;9,4;Híbrido;3;False
TR-000787;FUNC-0357;Segurança do Trabalho NR-35;Obrigatório;4;2022-03-05;2022-03-06;Concluído;6,7;Presencial;1;False
TR-000788;FUNC-0357;Design Thinking;Técnico;16;2019-12-25;2019-12-27;Concluído;9,2;Híbrido;2;False
TR-000789;FUNC-0358;LGPD na Prática;Compliance;4;2020-02-16;2020-02-17;Concluído;5,6;EAD;1;False
TR-000790;FUNC-0358;Gestão Ágil de Projetos;Técnico;24;2023-10-12;2023-10-15;Concluído;6,2;Híbrido;3;False
TR-000791;FUNC-0359;Design Thinking;Técnico;16;2024-04-21;2024-04-23;Em Andamento;;Híbrido;2;False
TR-000792;FUNC-0359;Excel Avançado;Técnico;8;2023-01-20;2023-01-21;Concluído;6,1;EAD;1;False
TR-000793;FUNC-0359;Onboarding Corporativo;Institucional;8;2023-02-10;2023-02-11;Concluído;8,6;Híbrido;1;False
TR-000794;FUNC-0360;Power BI do Zero ao Avançado;Técnico;20;2019-09-03;2019-09-05;Concluído;5,5;EAD;2;False
TR-000795;FUNC-0360;Excel Avançado;Técnico;8;2023-07-15;2023-07-16;Concluído;9,3;EAD;1;False
TR-000796;FUNC-0361;Power BI do Zero ao Avançado;Técnico;20;2024-02-26;2024-02-28;Concluído;9,7;EAD;2;False
TR-000797;FUNC-0361;Liderança Situacional;Comportamental;16;2020-05-13;2020-05-15;Em Andamento;;Presencial;2;False
TR-000798;FUNC-0361;Inglês Corporativo;Idioma;60;2020-04-15;2020-04-22;Concluído;8,3;EAD;7;False
TR-000799;FUNC-0361;Excel Avançado;Técnico;8;2020-05-13;2020-05-14;Concluído;7,0;EAD;1;False
TR-000800;FUNC-0361;Liderança Situacional;Comportamental;16;2022-05-25;2022-05-27;Não Concluído;;Presencial;2;False
TR-000801;FUNC-0363;Python para Análise de Dados;Técnico;40;2024-09-18;2024-09-23;Concluído;9,4;EAD;5;False
TR-000802;FUNC-0366;Comunicação Não-Violenta;Comportamental;8;2024-09-09;2024-09-10;Em Andamento;;Presencial;1;False
TR-000803;FUNC-0366;Gestão Ágil de Projetos;Técnico;24;2024-10-19;2024-10-22;Concluído;6,8;Híbrido;3;False
TR-000804;FUNC-0366;Segurança do Trabalho NR-35;Obrigatório;4;2024-10-23;2024-10-24;Concluído;7,0;Presencial;1;False
TR-000805;FUNC-0367;Gestão Ágil de Projetos;Técnico;24;2020-08-04;2020-08-07;Concluído;9,7;Híbrido;3;False
TR-000806;FUNC-0368;LGPD na Prática;Compliance;4;2021-11-23;2021-11-24;Concluído;9,2;EAD;1;False
TR-000807;FUNC-0368;Onboarding Corporativo;Institucional;8;2024-10-24;2024-10-25;Em Andamento;;Híbrido;1;False
TR-000808;FUNC-0368;Onboarding Corporativo;Institucional;8;2024-01-13;2024-01-14;Não Concluído;;Híbrido;1;False
TR-000809;FUNC-0369;Programa de Desenvolvimento de Líderes;Comportamental;40;2021-08-20;2021-08-25;Concluído;8,7;Presencial;5;False
TR-000810;FUNC-0369;Segurança do Trabalho NR-35;Obrigatório;4;2024-01-17;2024-01-18;Concluído;8,0;Presencial;1;False
TR-000811;FUNC-0369;LGPD na Prática;Compliance;4;2017-07-23;2017-07-24;Não Concluído;;EAD;1;False
TR-000812;FUNC-0369;Python para Análise de Dados;Técnico;40;2017-11-02;2017-11-07;Concluído;6,5;EAD;5;False
TR-000813;FUNC-0369;Liderança Situacional;Comportamental;16;2018-11-22;2018-11-24;Concluído;7,2;Presencial;2;False
TR-000814;FUNC-0370;Comunicação Não-Violenta;Comportamental;8;2023-05-30;2023-05-31;Concluído;7,7;Presencial;1;False
TR-000815;FUNC-0372;Onboarding Corporativo;Institucional;8;2017-12-28;2017-12-29;Não Concluído;;Híbrido;1;False
TR-000816;FUNC-0372;Vendas Consultivas B2B;Técnico;16;2019-12-21;2019-12-23;Não Concluído;;Presencial;2;False
TR-000817;FUNC-0373;Design Thinking;Técnico;16;2024-08-17;2024-08-19;Concluído;7,1;Híbrido;2;False
TR-000818;FUNC-0374;Power BI do Zero ao Avançado;Técnico;20;2021-07-07;2021-07-09;Não Concluído;;EAD;2;False
TR-000819;FUNC-0374;Inglês Corporativo;Idioma;60;2024-01-18;2024-01-25;Em Andamento;;EAD;7;False
TR-000820;FUNC-0374;Python para Análise de Dados;Técnico;40;2021-01-20;2021-01-25;Concluído;7,5;EAD;5;False
TR-000821;FUNC-0375;Comunicação Não-Violenta;Comportamental;8;2021-06-15;2021-06-16;Concluído;8,5;Presencial;1;False
TR-000822;FUNC-0375;Python para Análise de Dados;Técnico;40;2022-06-22;2022-06-27;Concluído;5,9;EAD;5;False
TR-000823;FUNC-0375;Gestão Ágil de Projetos;Técnico;24;2019-09-25;2019-09-28;Não Concluído;;Híbrido;3;False
TR-000824;FUNC-0376;Inglês Corporativo;Idioma;60;2024-09-22;2024-09-29;Concluído;5,8;EAD;7;False
TR-000825;FUNC-0376;Inglês Corporativo;Idioma;60;2024-11-20;2024-11-27;Concluído;6,6;EAD;7;False
TR-000826;FUNC-0377;Power BI do Zero ao Avançado;Técnico;20;2024-06-22;2024-06-24;Concluído;6,9;EAD;2;False
TR-000827;FUNC-0377;Python para Análise de Dados;Técnico;40;2023-12-05;2023-12-10;Concluído;9,0;EAD;5;False
TR-000828;FUNC-0377;Programa de Desenvolvimento de Líderes;Comportamental;40;2024-09-12;2024-09-17;Concluído;6,0;Presencial;5;False
TR-000829;FUNC-0377;Inglês Corporativo;Idioma;60;2024-06-13;2024-06-20;Não Concluído;;EAD;7;False
TR-000830;FUNC-0377;Python para Análise de Dados;Técnico;40;2024-04-18;2024-04-23;Concluído;8,7;EAD;5;False
TR-000831;FUNC-0378;Excel Avançado;Técnico;8;2024-05-27;2024-05-28;Concluído;9,5;EAD;1;False
TR-000832;FUNC-0378;Design Thinking;Técnico;16;2022-01-21;2022-01-23;Em Andamento;;Híbrido;2;False
TR-000833;FUNC-0379;Finanças para Não Financeiros;Técnico;12;2020-05-30;2020-05-31;Não Concluído;;EAD;1;False
TR-000834;FUNC-0380;Inglês Corporativo;Idioma;60;2023-04-14;2023-04-21;Concluído;6,1;EAD;7;False
TR-000835;FUNC-0380;Segurança do Trabalho NR-35;Obrigatório;4;2024-03-26;2024-03-27;Não Concluído;;Presencial;1;False
TR-000836;FUNC-0380;LGPD na Prática;Compliance;4;2021-04-20;2021-04-21;Não Concluído;;EAD;1;False
TR-000837;FUNC-0381;Gestão Ágil de Projetos;Técnico;24;2024-11-02;2024-11-05;Concluído;9,0;Híbrido;3;False
TR-000838;FUNC-0381;Gestão Ágil de Projetos;Técnico;24;2024-10-05;2024-10-08;Concluído;6,8;Híbrido;3;False
TR-000839;FUNC-0382;Liderança Situacional;Comportamental;16;2023-01-15;2023-01-17;Concluído;9,7;Presencial;2;False
TR-000840;FUNC-0382;Finanças para Não Financeiros;Técnico;12;2023-08-24;2023-08-25;Concluído;6,3;EAD;1;False
TR-000841;FUNC-0382;Liderança Situacional;Comportamental;16;2024-03-20;2024-03-22;Concluído;6,1;Presencial;2;False
TR-000842;FUNC-0384;Segurança do Trabalho NR-35;Obrigatório;4;2023-05-10;2023-05-11;Concluído;9,4;Presencial;1;False
TR-000843;FUNC-0384;Vendas Consultivas B2B;Técnico;16;2022-01-10;2022-01-12;Concluído;8,9;Presencial;2;False
TR-000844;FUNC-0384;Vendas Consultivas B2B;Técnico;16;2022-01-14;2022-01-16;Não Concluído;;Presencial;2;False
TR-000845;FUNC-0385;Segurança do Trabalho NR-35;Obrigatório;4;2019-09-22;2019-09-23;Concluído;8,9;Presencial;1;False
TR-000846;FUNC-0385;Liderança Situacional;Comportamental;16;2020-03-25;2020-03-27;Em Andamento;;Presencial;2;False
TR-000847;FUNC-0387;Python para Análise de Dados;Técnico;40;2024-06-12;2024-06-17;Concluído;7,4;EAD;5;False
TR-000848;FUNC-0387;Gestão Ágil de Projetos;Técnico;24;2022-02-16;2022-02-19;Concluído;10,0;Híbrido;3;False
TR-000849;FUNC-0387;Power BI do Zero ao Avançado;Técnico;20;2021-01-13;2021-01-15;Concluído;8,6;EAD;2;False
TR-000850;FUNC-0388;Onboarding Corporativo;Institucional;8;2024-05-25;2024-05-26;Concluído;9,9;Híbrido;1;False
TR-000851;FUNC-0388;Inglês Corporativo;Idioma;60;2024-11-29;2024-12-06;Não Concluído;;EAD;7;False
TR-000852;FUNC-0388;Liderança Situacional;Comportamental;16;2024-09-15;2024-09-17;Concluído;8,1;Presencial;2;False
TR-000853;FUNC-0388;Finanças para Não Financeiros;Técnico;12;2024-06-16;2024-06-17;Concluído;9,1;EAD;1;False
TR-000854;FUNC-0388;Onboarding Corporativo;Institucional;8;2024-11-22;2024-11-23;Concluído;6,9;Híbrido;1;False
TR-000855;FUNC-0389;Design Thinking;Técnico;16;2023-01-29;2023-01-31;Não Concluído;;Híbrido;2;False
